Wahlart,Wahltag,Gebietsart,Gebietsnummer,Gebietsname,UegGebietsart,UegGebietsnummer,Gruppenart,Gruppenname,Gruppenreihenfolge,Stimme,Anzahl,Prozent,VorpAnzahl,VorpProzent,DiffProzent,DiffProzentPkt,Bemerkung,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,MLPD,16,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,MLPD,16,2,18,0,11039,16,0,10027,12,5,0,1012,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,DKP,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,DKP,17,2,21,0,12879,22,0,13787,-4,545455,0,908,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,dieBasis,18,1,4115,2,530844,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,dieBasis,18,2,3699,2,268504,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Bündnis C,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Bündnis C,19,2,135,0,82792,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,III. Weg,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,III. Weg,20,2,64,0,3925,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,du.,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,du.,21,2,85,0,52128,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Wir Bürger (2021: LKR),22,1,295,0,181434,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Wir Bürger (2021: LKR),22,2,56,0,34343,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Die Humanisten,23,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Die Humanisten,23,2,112,0,68687,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Team Todenhöfer,24,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Team Todenhöfer,24,2,243,0,149026,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,UNABHÄNGIGE,25,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,UNABHÄNGIGE,25,2,258,0,158225,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Volt,26,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,Volt,26,2,265,0,162518,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Einzelbewerber/Wählergruppe,EB: Englisch,27,1,329,0,202344,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Einzelbewerber/Wählergruppe,EB: Englisch,27,2,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,BüSo,28,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,BüSo,28,2,,,22,0,13787,,0,13787,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,DiB,29,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,Partei,DiB,29,2,,,229,0,143512,,0,143512,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,225,Traunstein,LAND,9,System-Gruppe,Übrige,1000,2,,,536,0,335905,,0,335905,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Wahlberechtigte,-4,,168473,,167159,,0,786078,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Wählende,-3,,138039,81,935384,134333,80,362409,2,758816,1,572975,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Ungültige,-2,1,1444,1,46081,1295,0,964022,11,505792,0,82059,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Ungültige,-2,2,879,0,636777,766,0,570225,14,751958,0,66552,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Gültige,-1,1,136595,98,953919,133038,99,35978,2,673672,0,82059,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Gültige,-1,2,137160,99,363223,133567,99,429775,2,690036,0,66552,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,CSU,1,1,57179,41,860244,63784,47,944196,-10,355262,-6,83953,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,CSU,1,2,48178,35,125401,57254,42,865378,-15,852168,-7,739977,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,SPD,2,1,19682,14,409019,19722,14,824336,0,202819,0,415317,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,SPD,2,2,19927,14,528288,15402,11,531291,29,379301,2,996997,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,AfD,3,1,9686,7,91036,13383,10,59532,-27,624598,-2,968496,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,AfD,3,2,10873,7,927238,16145,12,87567,-32,654072,-4,160328,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,FDP,4,1,8553,6,261576,9370,7,431,-8,719317,0,781524,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,FDP,4,2,14311,10,4338,13909,10,4135,2,890215,0,203,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,GRÜNE,5,1,16300,11,933087,12066,9,69589,35,90336,2,863498,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,GRÜNE,5,2,18397,13,412803,12753,9,548017,44,256253,3,864785,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DIE LINKE,6,1,2718,1,989824,6229,4,682121,-56,365388,-2,692297,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DIE LINKE,6,2,3124,2,277632,7214,5,401035,-56,695315,-3,123403,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,FREIE WÄHLER,7,1,10100,7,394121,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,FREIE WÄHLER,7,2,11462,8,356664,2876,2,153226,298,539638,6,203437,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,ÖDP,8,1,4205,3,78444,4629,3,479457,-9,159646,0,401013,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,ÖDP,8,2,1737,1,266404,2145,1,605936,-19,20979,0,339531,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Tierschutzpartei,9,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Tierschutzpartei,9,2,1316,0,959463,1186,0,887944,10,961214,0,7152,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,BP,10,1,2405,1,760679,3855,2,897668,-37,613489,-1,136989,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,BP,10,2,1229,0,896034,2225,1,665831,-44,764045,0,769797,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Die PARTEI,11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Die PARTEI,11,2,905,0,659813,724,0,54205,25,0,117763,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,PIRATEN,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,PIRATEN,12,2,375,0,273403,352,0,263538,6,534091,0,9865,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,HEIMAT (2021: NPD),13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,HEIMAT (2021: NPD),13,2,67,0,48848,227,0,169952,-70,484581,0,121104,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,V-Partei³,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,V-Partei³,14,2,120,0,87489,260,0,194659,-53,846154,0,10717,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,2,136,0,99154,162,0,121287,-16,49383,0,22133,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,MLPD,16,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,MLPD,16,2,15,0,10936,22,0,16471,-31,818182,0,5535,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DKP,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DKP,17,2,48,0,34996,15,0,1123,220,0,23765,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,dieBasis,18,1,4301,3,148724,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,dieBasis,18,2,3717,2,709974,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Bündnis C,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Bündnis C,19,2,85,0,61971,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,III. Weg,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,III. Weg,20,2,61,0,44474,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,du.,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,du.,21,2,76,0,5541,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Wir Bürger (2021: LKR),22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Wir Bürger (2021: LKR),22,2,27,0,19685,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Die Humanisten,23,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Die Humanisten,23,2,83,0,60513,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Team Todenhöfer,24,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Team Todenhöfer,24,2,296,0,215806,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,UNABHÄNGIGE,25,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,UNABHÄNGIGE,25,2,256,0,186643,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Volt,26,1,500,0,366046,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,Volt,26,2,339,0,247157,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Einzelbewerber/Wählergruppe,EB: Ryssel,27,1,966,0,7072,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Einzelbewerber/Wählergruppe,EB: Ryssel,27,2,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,BüSo,28,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,BüSo,28,2,,,14,0,10482,,0,10482,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DiB,29,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,Partei,DiB,29,2,,,204,0,152732,,0,152732,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,226,Weilheim,LAND,9,System-Gruppe,Übrige,1000,2,,,478,0,357873,,0,357873,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Wahlberechtigte,-4,,166186,,166659,,0,283813,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Wählende,-3,,127193,76,536531,119455,71,676297,6,477753,4,860234,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Ungültige,-2,1,691,0,543269,1064,0,890712,-35,56391,0,347443,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Ungültige,-2,2,549,0,431628,701,0,586832,-21,68331,0,155204,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Gültige,-1,1,126502,99,456731,118391,99,109288,6,851028,0,347443,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Gültige,-1,2,126644,99,568372,118754,99,413168,6,643987,0,155204,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,CSU,1,1,47267,37,364627,52167,44,63316,-9,392911,-6,698689,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,CSU,1,2,42154,33,28543,48182,40,572949,-12,510896,-7,287519,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,SPD,2,1,19527,15,43612,20612,17,410107,-5,263924,-1,973988,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,SPD,2,2,19873,15,692019,16915,14,243731,17,487437,1,448288,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,AfD,3,1,17432,13,780019,20438,17,263137,-14,707897,-3,483117,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,AfD,3,2,17911,14,142794,22765,19,169881,-21,322205,-5,27087,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,FDP,4,1,6325,4,999921,4707,3,975809,34,374336,1,24112,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,FDP,4,2,10778,8,51047,8968,7,551746,20,182872,0,958725,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,GRÜNE,5,1,6890,5,446554,5342,4,512167,28,977911,0,934387,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,GRÜNE,5,2,8516,6,724361,5528,4,655001,54,52098,2,6936,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DIE LINKE,6,1,1895,1,498,4955,4,185284,-61,755802,-2,687284,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DIE LINKE,6,2,2301,1,816904,5892,4,961517,-60,947047,-3,144613,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,FREIE WÄHLER,7,1,19718,15,587105,6563,5,543496,200,441871,10,4361,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,FREIE WÄHLER,7,2,18206,14,37573,4785,4,29338,280,480669,10,346392,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,ÖDP,8,1,1144,0,904334,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,ÖDP,8,2,750,0,592211,824,0,693871,-8,980583,0,10166,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Tierschutzpartei,9,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Tierschutzpartei,9,2,1059,0,836202,927,0,780605,14,239482,0,55597,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,BP,10,1,2660,2,102734,3607,3,46684,-26,254505,0,943951,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,BP,10,2,1516,1,197056,2258,1,90141,-32,860939,0,704353,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Die PARTEI,11,1,905,0,715404,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Die PARTEI,11,2,646,0,510091,374,0,314937,72,727273,0,195155,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,PIRATEN,12,1,459,0,36284,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,PIRATEN,12,2,333,0,262942,241,0,202941,38,174274,0,60001,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,HEIMAT (2021: NPD),13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,HEIMAT (2021: NPD),13,2,88,0,69486,489,0,411776,-82,409,0,342289,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,V-Partei³,14,1,410,0,324106,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,V-Partei³,14,2,156,0,12318,158,0,133048,-1,265823,0,9868,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,2,90,0,71065,106,0,8926,-15,9434,0,18195,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,MLPD,16,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,MLPD,16,2,12,0,9475,18,0,15157,-33,333333,0,5682,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DKP,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DKP,17,2,7,0,5527,8,0,6737,-12,5,0,1209,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,dieBasis,18,1,1870,1,478237,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,dieBasis,18,2,1599,1,262594,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Bündnis C,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Bündnis C,19,2,48,0,37902,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,III. Weg,20,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,III. Weg,20,2,67,0,52904,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,du.,21,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,du.,21,2,29,0,22899,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Wir Bürger (2021: LKR),22,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Wir Bürger (2021: LKR),22,2,17,0,13423,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Die Humanisten,23,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Die Humanisten,23,2,63,0,49746,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Team Todenhöfer,24,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Team Todenhöfer,24,2,175,0,138183,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,UNABHÄNGIGE,25,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,UNABHÄNGIGE,25,2,150,0,118442,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Volt,26,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,Volt,26,2,100,0,78961,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,BüSo,27,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,BüSo,27,2,,,16,0,13473,,0,13473,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DiB,28,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,Partei,DiB,28,2,,,96,0,80839,,0,80839,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Übrige,1000,1,,,0,0,,0,,,,,
BT,26.09.2021,Wahlkreis,227,Deggendorf,LAND,9,System-Gruppe,Übrige,1000,2,,,204,0,171784,,0,171784,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Wahlberechtigte,-4,,246854,,245315,,0,627357,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Wählende,-3,,195589,79,232664,189425,77,217047,3,254058,2,15616,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Ungültige,-2,1,1639,0,837982,1698,0,896397,-3,474676,0,58415,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Ungültige,-2,2,823,0,42078,1235,0,651973,-33,360324,0,231193,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Gültige,-1,1,193950,99,162018,187727,99,103603,3,31492,0,58415,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,System-Gruppe,Gültige,-1,2,194766,99,57922,188190,99,348027,3,494341,0,231193,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,CSU,1,1,70685,36,44496,74299,39,578217,-4,86413,-3,133257,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,CSU,1,2,64383,33,56591,74186,39,420798,-13,214084,-6,364207,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,SPD,2,1,22468,11,584429,25511,13,589414,-11,928188,-2,4985,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,SPD,2,2,30931,15,881109,24653,13,100058,25,465461,2,78105,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,AfD,3,1,19184,9,891209,23538,12,53842,-18,497748,-2,647211,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,AfD,3,2,19973,10,25487,27438,14,579946,-27,206793,-4,325076,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,FDP,4,1,22774,11,742202,15991,8,518221,42,41761,3,223981,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,FDP,4,2,20204,10,373474,19013,10,103087,6,264135,0,270387,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,GRÜNE,5,1,21811,11,245682,12356,6,581898,76,521528,4,663784,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,GRÜNE,5,2,20087,10,313402,13687,7,272969,46,759699,3,40433,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,DIE LINKE,6,1,3955,2,39185,6749,3,595114,-41,398726,-1,555929,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,DIE LINKE,6,2,4186,2,149246,9081,4,825442,-53,903755,-2,676197,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,FREIE WÄHLER,7,1,20072,10,349059,22000,11,719145,-8,763636,-1,370086,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,FREIE WÄHLER,7,2,23747,12,19258,10425,5,539614,127,788969,6,652966,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,ÖDP,8,1,2888,1,489044,3907,2,81214,-26,81392,0,59217,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,ÖDP,8,2,1425,0,731647,2096,1,113768,-32,13359,0,382121,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Tierschutzpartei,9,1,3615,1,863882,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Tierschutzpartei,9,2,2257,1,158826,1718,0,912907,31,37369,0,245919,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,BP,10,1,2241,1,155452,3376,1,798356,-33,619668,0,642904,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,BP,10,2,1237,0,635121,2488,1,322068,-50,28135,0,686947,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Die PARTEI,11,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Die PARTEI,11,2,1060,0,544243,960,0,510123,10,416667,0,3412,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,PIRATEN,12,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,PIRATEN,12,2,559,0,287011,604,0,320952,-7,450331,0,33941,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,HEIMAT (2021: NPD),13,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,HEIMAT (2021: NPD),13,2,127,0,65206,495,0,263032,-74,343434,0,197826,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,V-Partei³,14,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,V-Partei³,14,2,168,0,86257,317,0,168447,-47,3155,0,82189,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Verjüngungsforschung (2021: Gesundheitsforschung),15,2,209,0,107308,235,0,124874,-11,6383,0,17566,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,MLPD,16,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,MLPD,16,2,17,0,8728,30,0,15941,-43,333333,0,7213,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,DKP,17,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,DKP,17,2,24,0,12322,29,0,1541,-17,241379,0,3087,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,dieBasis,18,1,2796,1,441609,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,dieBasis,18,2,2737,1,405276,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Bündnis C,19,1,,,,,,,,,,,
BT,26.09.2021,Wahlkreis,228,Landshut,LAND,9,Partei,Bündnis C,19,2,99,0,5083,,,,,,,,
